Location,Coordinates,Latitude,Longitude
"JFK ST & Eliot St, Cambridge, MA","(42.3712033, -71.1214128)",42.3712033,-71.1214128
"800 HURON AVE, Cambridge, MA","(42.3791202, -71.1460422)",42.3791202,-71.1460422
"BROOKLINE ST & PILGRIM ST, Cambridge, MA","(None, None)",,
"SCOTT ST & Bryant St, Cambridge, MA","(None, None)",,
"ELM ST & HAMPSHIRE ST, Cambridge, MA","(None, None)",,
"0 BREWER ST, Cambridge, MA","(42.3735724, -71.1252211)",42.3735724,-71.1252211
"200 Windsor St, Cambridge, MA","(42.36629, -71.095641)",42.36629,-71.095641
"100 HAYES ST, Cambridge, MA","(None, None)",,
"WHITTEMORE AVE & Whittemore Ave, Cambridge, MA","(42.3988696, -71.1407279)",42.3988696,-71.1407279
"MASSACHUSETTS AVE & Church St, Cambridge, MA","(42.3942271, -71.1268685)",42.3942271,-71.1268685
"Massachusetts Ave & Church St, Cambridge, MA","(42.3942271, -71.1268685)",42.3942271,-71.1268685
"FOLLEN ST & WATERHOUSE ST, Cambridge, MA","(None, None)",,
"0 WINTHROP ST, Cambridge, MA","(42.3723163, -71.120825)",42.3723163,-71.120825
"0 GIBSON TER, Cambridge, MA","(None, None)",,
"TECHNOLOGY SQ & Technology Sq, Cambridge, MA","(42.36338655, -71.09212602019748)",42.36338655,-71.09212602019748
"200 TECHNOLOGY SQ, Cambridge, MA","(42.3634489, -71.09094414272451)",42.3634489,-71.09094414272451
"BRATTLE ST & STORY ST, Cambridge, MA","(None, None)",,
"JARVIS ST & MASSACHUSETTS AVE, Cambridge, MA","(42.3783731, -71.119928)",42.3783731,-71.119928
"ST PAUL ST & Prospect St, Cambridge, MA","(None, None)",,
"BINNEY ST & LAND BLVD, Cambridge, MA","(None, None)",,
"CAMBRIDGESIDE PL & First St, Cambridge, MA","(None, None)",,
"CAMBRIDGE ST & Tremont St, Cambridge, MA","(None, None)",,
"0 Bishop Allen Dr, Cambridge, MA","(42.3667542, -71.1038323)",42.3667542,-71.1038323
"PORTER ST & WARREN ST, Cambridge, MA","(None, None)",,
"INMAN ST & HARVARD ST, Cambridge, MA","(None, None)",,
"HOWARD ST & RIVER ST, Cambridge, MA","(None, None)",,
"200 Sidney St, Cambridge, MA","(42.3581288, -71.1047445)",42.3581288,-71.1047445
"Mooney St & CAMBRIDGEPARK DR, Cambridge, MA","(None, None)",,
"REED ST & RINDGE AVE, Cambridge, MA","(42.393429, -71.131424)",42.393429,-71.131424
"MASSACHUSETTS AVE & TROWBRIDGE ST, Cambridge, MA","(42.3703187, -71.1131198)",42.3703187,-71.1131198
"300 DUDLEY ST, Cambridge, MA","(42.3957012, -71.1358071)",42.3957012,-71.1358071
"0 Earhart St, Cambridge, MA","(42.3712362, -71.0741833)",42.3712362,-71.0741833
"300 GARDEN ST, Cambridge, MA","(42.38648865877338, -71.13529446396332)",42.38648865877338,-71.13529446396332
"GREEN ST & Hancock St, Cambridge, MA","(None, None)",,
"0 BELLIS CT, Cambridge, MA","(42.3894593, -71.1327268)",42.3894593,-71.1327268
"CHALK ST & MAGAZINE ST, Cambridge, MA","(None, None)",,
"100 Washington St, Cambridge, MA","(42.36386, -71.093373)",42.36386,-71.093373
"BROOKLINE ST & PACIFIC ST, Cambridge, MA","(42.3611413, -71.1039656)",42.3611413,-71.1039656
"MASSACHUSETTS AVE & REMINGTON ST, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & Main St, Cambridge, MA","(None, None)",,
"0 Marney St, Cambridge, MA","(42.3703351, -71.0895835)",42.3703351,-71.0895835
"500 ROOSEVELT TOWERS, Cambridge, MA","(42.373664500000004, -71.09226424422903)",42.373664500000004,-71.09226424422903
"200 BERKSHIRE ST, Cambridge, MA","(42.3706678, -71.090667)",42.3706678,-71.090667
"BROADWAY & MAPLE AVE, Cambridge, MA","(None, None)",,
"PEABODY ST & Harvard Sq, Cambridge, MA","(None, None)",,
"0 MIFFLIN PL, Cambridge, MA","(42.3732608, -71.122423)",42.3732608,-71.122423
"Walden Square Rd & Walden Square Rd, Cambridge, MA","(None, None)",,
"TEMPLE ST & Massachusetts Ave, Cambridge, MA","(None, None)",,
"WALDEN SQUARE RD & Walden Square Rd, Cambridge, MA","(None, None)",,
"0 PEARL STREET PL, Cambridge, MA","(42.3570541, -71.1108135)",42.3570541,-71.1108135
"0 Granite St, Cambridge, MA","(42.3568258, -71.1134836)",42.3568258,-71.1134836
"Auburn St & Auburn St, Cambridge, MA","(42.3747684, -71.1316071)",42.3747684,-71.1316071
"200 Brookline St, Cambridge, MA","(42.35899, -71.106171)",42.35899,-71.106171
"Fulkerson St & Cambridge St, Cambridge, MA","(42.3678314, -71.0878931)",42.3678314,-71.0878931
"FIFTH ST & Thorndike St, Cambridge, MA","(None, None)",,
"ELMWOOD AVE & TRAILL ST, Cambridge, MA","(None, None)",,
"BOWDOIN ST & LINNAEAN ST, Cambridge, MA","(None, None)",,
"HARVARD ST & Windsor St, Cambridge, MA","(None, None)",,
"MONTAGUE ST & RIVER ST, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & SACRAMENTO ST, Cambridge, MA","(None, None)",,
"0 MORRISON CT, Cambridge, MA","(42.3990152, -71.130694)",42.3990152,-71.130694
"0 Allen St, Cambridge, MA","(42.3899615, -71.1203846)",42.3899615,-71.1203846
"ABERDEEN AVE & Mount Auburn St, Cambridge, MA","(None, None)",,
"HARVARD SQ & JFK St, Cambridge, MA","(None, None)",,
"0 ARCADIA ST, Cambridge, MA","(42.383889, -71.114582)",42.383889,-71.114582
"0 Gore Street Park, Cambridge, MA","(None, None)",,
"ALBERTA TER & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"300 Washington St, Cambridge, MA","(42.36516, -71.098076)",42.36516,-71.098076
"FAINWOOD CIR & Fayette St, Cambridge, MA","(None, None)",,
"LEONARD AVE & Cambridge St, Cambridge, MA","(None, None)",,
"Harvard St & Market St, Cambridge, MA","(None, None)",,
"Hingham St & Memorial Dr, Cambridge, MA","(None, None)",,
"BLANCHE ST & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"LINNAEAN ST & RAYMOND ST, Cambridge, MA","(None, None)",,
"HURON AVE & Sherman St, Cambridge, MA","(None, None)",,
"0 Main St, Cambridge, MA","(None, None)",,
"Clinton St & Clinton St, Cambridge, MA","(42.368717, -71.105739)",42.368717,-71.105739
"GARDEN ST & STEARNS ST, Cambridge, MA","(None, None)",,
"HURON AVE & ROYAL AVE, Cambridge, MA","(None, None)",,
"CLINTON ST & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & WATERHOUSE ST, Cambridge, MA","(42.3779995, -71.1203097)",42.3779995,-71.1203097
"Mount Auburn St & WINTHROP ST, Cambridge, MA","(None, None)",,
"0 HUBBARD PARK RD, Cambridge, MA","(42.37681, -71.131686)",42.37681,-71.131686
"100 Smith Pl, Cambridge, MA","(42.3931397, -71.14992065774844)",42.3931397,-71.14992065774844
"EAST ST & Monsignor OBrien Hwy, Cambridge, MA","(None, None)",,
"400 KENDALL ST, Cambridge, MA","(42.3635673496112, -71.08225125210618)",42.3635673496112,-71.08225125210618
"OSBORN ST & Main St, Cambridge, MA","(None, None)",,
"0 Auburn Park, Cambridge, MA","(None, None)",,
"FIELD ST & HAZEL ST, Cambridge, MA","(None, None)",,
"COLUMBIA TER & Columbia St, Cambridge, MA","(42.3648548, -71.0991617)",42.3648548,-71.0991617
"MASSACHUSETTS AVE & Clarendon Ave, Cambridge, MA","(None, None)",,
"PALMER ST & Brattle St, Cambridge, MA","(None, None)",,
"Mount Auburn St & PLYMPTON ST, Cambridge, MA","(None, None)",,
"0 Cambridge Common, Cambridge, MA","(None, None)",,
"100 Walden St, Cambridge, MA","(42.387754, -71.126147)",42.387754,-71.126147
"ANTRIM ST & CAMBRIDGE ST, Cambridge, MA","(42.3711028, -71.1032461)",42.3711028,-71.1032461
"Broadway & Galileo Galilei Way, Cambridge, MA","(None, None)",,
"ELIOT ST & JFK St, Cambridge, MA","(42.3712033, -71.1214128)",42.3712033,-71.1214128
"200 Harvard St, Cambridge, MA","(42.366999, -71.098046)",42.366999,-71.098046
"700 TECHNOLOGY SQ, Cambridge, MA","(42.3640405, -71.092707123157)",42.3640405,-71.092707123157
"CUSHING ST & Cushing St, Cambridge, MA","(42.377431, -71.151956)",42.377431,-71.151956
"Corcoran Park & Corcoran Park, Cambridge, MA","(None, None)",,
"Mount Pleasant St & UPLAND RD, Cambridge, MA","(None, None)",,
"FRANKLIN ST & LANDSDOWNE ST, Cambridge, MA","(None, None)",,
"EDUCATION ST & North Point Blvd, Cambridge, MA","(None, None)",,
"0 Kendall Sq MBTA Stat, Cambridge, MA","(None, None)",,
"0 WALDEN MEWS, Cambridge, MA","(None, None)",,
"100 Essex St, Cambridge, MA","(None, None)",,
"NORFOLK ST & WASHINGTON ST, Cambridge, MA","(None, None)",,
"Massachusetts Ave, Cambridge, MA","(42.3721714, -71.1155522)",42.3721714,-71.1155522
"CHESTER ST & MASSACHUSETTS AVE, Cambridge, MA","(42.3929953, -71.1250872)",42.3929953,-71.1250872
"HIGH ST & Park Ave, Cambridge, MA","(None, None)",,
"Windsor St & Harvard St, Cambridge, MA","(None, None)",,
"CONCORD AVE & CORPORAL BURNS RD, Cambridge, MA","(None, None)",,
"0 DICKINSON ST, Cambridge, MA","(42.3664645, -71.0949144)",42.3664645,-71.0949144
"0 WATERMAN RD, Cambridge, MA","(42.3829071, -71.1393333)",42.3829071,-71.1393333
"BROADWAY & Cambridge St, Cambridge, MA","(42.3734603, -71.1111571)",42.3734603,-71.1111571
"0 GOODMAN RD, Cambridge, MA","(42.3719856, -71.1079897)",42.3719856,-71.1079897
"CAMBRIDGE ST & PRESCOTT ST, Cambridge, MA","(42.3752345, -71.1130045)",42.3752345,-71.1130045
"GORE ST & Monsignor OBrien Hwy, Cambridge, MA","(None, None)",,
"ARROW ST & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"0 WALKER TER, Cambridge, MA","(42.3800514, -71.1226195)",42.3800514,-71.1226195
"0 Lopez St, Cambridge, MA","(42.3611383, -71.1041178)",42.3611383,-71.1041178
"OTIS ST & Sciarappa St, Cambridge, MA","(None, None)",,
"0 Brookline St, Cambridge, MA","(42.3638928, -71.1014899)",42.3638928,-71.1014899
"0 Harvard Sq, Cambridge, MA","(42.37357315, -71.11896782176021)",42.37357315,-71.11896782176021
"ELIOT ST & WINTHROP ST, Cambridge, MA","(None, None)",,
"LOCKE ST & SHEA RD, Cambridge, MA","(None, None)",,
"0 Porter Sq, Cambridge, MA","(42.3885028, -71.1192991)",42.3885028,-71.1192991
"SCOUTING WAY & Harvard St, Cambridge, MA","(None, None)",,
"LINDEN ST & Mount Auburn St, Cambridge, MA","(None, None)",,
"100 Dana St, Cambridge, MA","(42.373502, -71.107784)",42.373502,-71.107784
"DECATUR ST & Decatur St, Cambridge, MA","(42.3609874, -71.1052841)",42.3609874,-71.1052841
"Kendall Sq MBTA Stat & Kendall Sq MBTA Stat, Cambridge, MA","(None, None)",,
"200 Vassal Ln, Cambridge, MA","(42.383852313595, -71.14000080540539)",42.383852313595,-71.14000080540539
"Porter Sq MBTA Stat & Porter Sq MBTA Stat, Cambridge, MA","(None, None)",,
"FARWELL PL & Farwell Pl, Cambridge, MA","(42.3749152, -71.1210038)",42.3749152,-71.1210038
"600 Mount Auburn Pl, Cambridge, MA","(None, None)",,
"KIMBALL LN & Hollis St, Cambridge, MA","(None, None)",,
"OXFORD ST & WENDELL ST, Cambridge, MA","(None, None)",,
"HARVEY ST & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"BRATTLE ST & RIEDESEL AVE, Cambridge, MA","(None, None)",,
"Church St & Church St, Cambridge, MA","(None, None)",,
"GLENWOOD AVE & MAGAZINE ST, Cambridge, MA","(None, None)",,
"THORNDIKE WAY & Canal Park, Cambridge, MA","(None, None)",,
"ASH ST & BRATTLE ST, Cambridge, MA","(None, None)",,
"Ballord Pl & Putnam Ave, Cambridge, MA","(None, None)",,
"HARVARD ST & MOORE ST, Cambridge, MA","(None, None)",,
"EDUCATION ST & Education St, Cambridge, MA","(42.3697732, -71.069883)",42.3697732,-71.069883
"100 Gerrys Landing, Cambridge, MA","(None, None)",,
"200 CUSHING ST, Cambridge, MA","(42.377431, -71.151956)",42.377431,-71.151956
"100 COTTAGE ST, Cambridge, MA","(42.3631148, -71.1067803)",42.3631148,-71.1067803
"MASSACHUSETTS AVE & Prospect St, Cambridge, MA","(42.3653438, -71.103337)",42.3653438,-71.103337
"ASH ST & Memorial Dr, Cambridge, MA","(None, None)",,
"EARHART ST & Earhart St, Cambridge, MA","(42.3712362, -71.0741833)",42.3712362,-71.0741833
"HAYWARD ST & MAIN ST, Cambridge, MA","(None, None)",,
"North Point Blvd & EDUCATION ST, Cambridge, MA","(None, None)",,
"Cambridge St & Hampshire St, Cambridge, MA","(42.3736022, -71.1000686)",42.3736022,-71.1000686
"CHERRY ST & MAIN ST, Cambridge, MA","(None, None)",,
"Osborn St & Albany St, Cambridge, MA","(None, None)",,
"BROOKLINE ST & GRANITE ST, Cambridge, MA","(42.3554984, -71.1098673)",42.3554984,-71.1098673
"200 HOLDEN GREEN, Cambridge, MA","(42.37865261538462, -71.10796792307693)",42.37865261538462,-71.10796792307693
"100 TUFTS ST, Cambridge, MA","(42.3570781, -71.1109682)",42.3570781,-71.1109682
"0 Bow St, Cambridge, MA","(42.3717565, -71.1175283)",42.3717565,-71.1175283
"0 Holyoke St, Cambridge, MA","(42.3730046, -71.1179817)",42.3730046,-71.1179817
"BERKSHIRE ST & Donnelly Field, Cambridge, MA","(None, None)",,
"VANDINE ST & Vandine St, Cambridge, MA","(42.3688336, -71.0904268)",42.3688336,-71.0904268
"HEWS ST & WESTERN AVE, Cambridge, MA","(None, None)",,
"PUTNAM AVE & Kinnaird St, Cambridge, MA","(None, None)",,
"Hingham St & Elmer St, Cambridge, MA","(None, None)",,
"0 New St, Cambridge, MA","(42.3891171, -71.1398346)",42.3891171,-71.1398346
"BERKELEY ST & GARDEN ST, Cambridge, MA","(None, None)",,
"CAMBRIDGE ST & IRVING ST, Cambridge, MA","(None, None)",,
"LEONARD AVE & LINE ST, Cambridge, MA","(None, None)",,
"GORE ST & GORE STREET PL, Cambridge, MA","(42.3722412, -71.0841131)",42.3722412,-71.0841131
"0 OLIVE PL, Cambridge, MA","(42.3946998, -71.1332204)",42.3946998,-71.1332204
"NORTH POINT BLVD & EARHART ST, Cambridge, MA","(None, None)",,
"0 HAMPSHIRE CT, Cambridge, MA","(42.3729953, -71.0998061)",42.3729953,-71.0998061
"400 Broadway, Cambridge, MA","(42.3716121, -71.10734654357142)",42.3716121,-71.10734654357142
"ALLSTON ST & Pearl St, Cambridge, MA","(None, None)",,
"Cambridge Common & Cambridge Common, Cambridge, MA","(42.37667515, -71.1209997262997)",42.37667515,-71.1209997262997
"FIRST ST & Thorndike St, Cambridge, MA","(None, None)",,
"100 CRESCENT ST, Cambridge, MA","(42.382998, -71.114702)",42.382998,-71.114702
"Buckingham St & Healey St, Cambridge, MA","(None, None)",,
"100 ROBERTS RD, Cambridge, MA","(42.3758862, -71.1085662)",42.3758862,-71.1085662
"0 DOANE ST, Cambridge, MA","(42.376137, -71.1315288)",42.376137,-71.1315288
"Bay St & Franklin St, Cambridge, MA","(None, None)",,
"HAMPSHIRE ST & Webster Ave, Cambridge, MA","(None, None)",,
"Columbia Ter & Clement Morgan Park, Cambridge, MA","(None, None)",,
"ESSEX ST & HARVARD ST, Cambridge, MA","(None, None)",,
"BELMONT ST & ERICSSON ST, Cambridge, MA","(None, None)",,
"0 AMHERST ST, Cambridge, MA","(42.3604958, -71.0862068)",42.3604958,-71.0862068
"SEVENTH ST & SPRING ST, Cambridge, MA","(None, None)",,
"100 Technology Sq, Cambridge, MA","(42.36340775, -71.09052121190669)",42.36340775,-71.09052121190669
"700 Cambridge St, Cambridge, MA","(42.3738954, -71.1020854)",42.3738954,-71.1020854
"100 Avon Hill St, Cambridge, MA","(42.386022295709445, -71.12503758562626)",42.386022295709445,-71.12503758562626
"GILMORE ST & Hoyt Field, Cambridge, MA","(None, None)",,
"HENRY ST & Brookline St, Cambridge, MA","(None, None)",,
"AVON ST & Linnaean St, Cambridge, MA","(None, None)",,
"BRATTLE ST & MERCER CIR, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & Massachusetts Ave, Cambridge, MA","(42.3721714, -71.1155522)",42.3721714,-71.1155522
"Mount Auburn St & STORY ST, Cambridge, MA","(None, None)",,
"100 Putnam Ave, Cambridge, MA","(42.365445, -71.113605)",42.365445,-71.113605
"MAGAZINE ST & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"0 AVON PL, Cambridge, MA","(42.3842338, -71.1240104)",42.3842338,-71.1240104
"CHERRY ST & EATON ST, Cambridge, MA","(None, None)",,
"0 MICHAEL WAY, Cambridge, MA","(42.3696218, -71.0893403)",42.3696218,-71.0893403
"APPLETON ST & HURON AVE, Cambridge, MA","(None, None)",,
"100 SAVILLE ST, Cambridge, MA","(42.3833349, -71.1347566)",42.3833349,-71.1347566
"0 WINTER ST, Cambridge, MA","(42.372707, -71.081986)",42.372707,-71.081986
"HIGHLAND ST & SPARKS ST, Cambridge, MA","(None, None)",,
"Franklin St & Magazine St, Cambridge, MA","(None, None)",,
"GOLD STAR RD & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"First St & Cambridgeside Pl, Cambridge, MA","(None, None)",,
"FRANKLIN ST & Brookline Pl, Cambridge, MA","(None, None)",,
"100 Cambridge St, Cambridge, MA","(42.360917, -71.0621802)",42.360917,-71.0621802
"HAMPSHIRE ST & Portland St, Cambridge, MA","(42.3660055, -71.0912991)",42.3660055,-71.0912991
"100 Erie St, Cambridge, MA","(42.35867745, -71.1057444370642)",42.35867745,-71.1057444370642
"PEARL ST & TUFTS ST, Cambridge, MA","(None, None)",,
"First St & Hurley St, Cambridge, MA","(None, None)",,
"LOPEZ ST & PEARL ST, Cambridge, MA","(None, None)",,
"Richard Ave & Massachusetts Ave, Cambridge, MA","(None, None)",,
"0 WELLINGTON LN, Cambridge, MA","(42.3720226, -71.0943603)",42.3720226,-71.0943603
"0 BERKELEY PL, Cambridge, MA","(42.378094, -71.126995)",42.378094,-71.126995
"Ash St & Mount Auburn St, Cambridge, MA","(None, None)",,
"Brattle St & Sparks St, Cambridge, MA","(None, None)",,
"200 Hancock St, Cambridge, MA","(42.3708090173913, -71.1062797652174)",42.3708090173913,-71.1062797652174
"HADLEY ST & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"0 MERCER CIR, Cambridge, MA","(42.3766446, -71.1298201)",42.3766446,-71.1298201
"FLAGG ST & Banks St, Cambridge, MA","(None, None)",,
"300 Third St, Cambridge, MA","(42.3652558, -71.0819495)",42.3652558,-71.0819495
"INDUSTRIAL PARK RD & NORTH POINT BLVD, Cambridge, MA","(None, None)",,
"0 NORTH POINT BLVD, Cambridge, MA","(None, None)",,
"Waterhouse St & Waterhouse St, Cambridge, MA","(42.3778347, -71.1210573)",42.3778347,-71.1210573
"FARRAR ST & HOLDEN GREEN, Cambridge, MA","(None, None)",,
"400 Green St, Cambridge, MA","(42.366638, -71.107481)",42.366638,-71.107481
"0 Clary St, Cambridge, MA","(42.3738847, -71.0978695)",42.3738847,-71.0978695
"0 HASTINGS SQ, Cambridge, MA","(42.3561804, -71.1099391)",42.3561804,-71.1099391
"Prospect St & Harvard St, Cambridge, MA","(42.368187, -71.101753)",42.368187,-71.101753
"Elm Street North & MILLER AVE, Cambridge, MA","(None, None)",,
"0 Holworthy St, Cambridge, MA","(42.37691, -71.1504689)",42.37691,-71.1504689
"HURLEY ST & SCIARAPPA ST, Cambridge, MA","(None, None)",,
"100 Sciarappa St, Cambridge, MA","(42.3689698, -71.08185434938909)",42.3689698,-71.08185434938909
"HURLEY ST & SIXTH ST, Cambridge, MA","(None, None)",,
"BENT ST & Fulkerson St, Cambridge, MA","(None, None)",,
"Brookline Pl & Brookline Pl, Cambridge, MA","(42.3614462, -71.1027713)",42.3614462,-71.1027713
"0 Education St, Cambridge, MA","(42.3697732, -71.069883)",42.3697732,-71.069883
"FAWCETT ST & Concord Ave, Cambridge, MA","(42.3891902, -71.1458555)",42.3891902,-71.1458555
"AVON HILL ST & LINNAEAN ST, Cambridge, MA","(None, None)",,
"CHANNING ST & Mount Auburn St, Cambridge, MA","(None, None)",,
"CHALK ST & Pleasant St, Cambridge, MA","(None, None)",,
"100 Elm Street North, Cambridge, MA","(None, None)",,
"100 Clarendon Ave, Cambridge, MA","(42.4001338, -71.1317304)",42.4001338,-71.1317304
"MARTIN ST & WRIGHT ST, Cambridge, MA","(None, None)",,
"RIVER ST & WESTERN AVE, Cambridge, MA","(None, None)",,
"0 Remington St, Cambridge, MA","(42.371245, -71.113353)",42.371245,-71.113353
"0 Bay State Rd, Cambridge, MA","(42.3869766, -71.1412359)",42.3869766,-71.1412359
"HILLIARD ST & Fuller Pl, Cambridge, MA","(None, None)",,
"Galileo Galilei Way & MAIN ST, Cambridge, MA","(None, None)",,
"0 MANASSAS AVE, Cambridge, MA","(42.381661, -71.131027)",42.381661,-71.131027
"Second St & Gore St, Cambridge, MA","(None, None)",,
"0 Bigelow St, Cambridge, MA","(42.36802, -71.10537)",42.36802,-71.10537
"Washington St & Washington St, Cambridge, MA","(43.029448, -73.379138)",43.029448,-73.379138
"CALLENDER ST & HEWS ST, Cambridge, MA","(None, None)",,
"0 POND PL, Cambridge, MA","(42.3634579, -71.1136375)",42.3634579,-71.1136375
"BANKS ST & Mount Auburn St, Cambridge, MA","(None, None)",,
"0 KIMBALL ST, Cambridge, MA","(42.399407, -71.138026)",42.399407,-71.138026
"CENTRE ST & Hancock St, Cambridge, MA","(None, None)",,
"200 Huron Ave, Cambridge, MA","(42.381352, -71.13323)",42.381352,-71.13323
"0 MASSACHUSETTS AVE, Cambridge, MA","(42.3721714, -71.1155522)",42.3721714,-71.1155522
"CHARLES ST & Fulkerson St, Cambridge, MA","(None, None)",,
"0 KENWAY ST, Cambridge, MA","(42.3758691, -71.1323972)",42.3758691,-71.1323972
"SEVENTH ST & THORNDIKE ST, Cambridge, MA","(None, None)",,
"STATE ST & VILLAGE ST, Cambridge, MA","(None, None)",,
"ALLSTON ST & PLEASANT ST, Cambridge, MA","(None, None)",,
"Landsdowne St & Pacific St, Cambridge, MA","(None, None)",,
"Concord Ave & Fayerweather St, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & PUTNAM AVE, Cambridge, MA","(None, None)",,
"GORHAM ST & WENDELL ST, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & Rindge Ave, Cambridge, MA","(42.3928146, -71.1253076)",42.3928146,-71.1253076
"THIRD ST & WINTER ST, Cambridge, MA","(None, None)",,
"300 GROVE ST, Cambridge, MA","(43.027073, -73.379867)",43.027073,-73.379867
"100 Franklin St, Cambridge, MA","(42.362439, -71.101909)",42.362439,-71.101909
"CAMBRIDGE ST & OAK ST, Cambridge, MA","(None, None)",,
"FAIRFIELD ST & PEMBERTON ST, Cambridge, MA","(None, None)",,
"Pemberton St & Fairfield St, Cambridge, MA","(None, None)",,
"FROST ST & ROSELAND ST, Cambridge, MA","(None, None)",,
"Seventh St & Thorndike St, Cambridge, MA","(None, None)",,
"100 Raymond St, Cambridge, MA","(42.386008375, -71.126849875)",42.386008375,-71.126849875
"Putnam Ave & Pearl St, Cambridge, MA","(None, None)",,
"300 HAMPSHIRE ST, Cambridge, MA","(None, None)",,
"0 Cambridge Pky, Cambridge, MA","(42.3651412, -71.0760128)",42.3651412,-71.0760128
"BAY ST & KINNAIRD ST, Cambridge, MA","(None, None)",,
"Vassar St & Main St, Cambridge, MA","(42.3619245, -71.0915241)",42.3619245,-71.0915241
"HARVARD ST & Bigelow St, Cambridge, MA","(None, None)",,
"0 CHANNING CIR, Cambridge, MA","(42.375488, -71.1353428)",42.375488,-71.1353428
"300 Haskell St, Cambridge, MA","(42.3929344, -71.127397)",42.3929344,-71.127397
"Binney St & Fifth St, Cambridge, MA","(None, None)",,
"Massachusetts Ave & Western Ave, Cambridge, MA","(None, None)",,
"0 Thingvalla Ave, Cambridge, MA","(42.376123, -71.153247)",42.376123,-71.153247
"GARDEN ST & WALKER ST, Cambridge, MA","(None, None)",,
"NEWTON ST & PUTNAM AVE, Cambridge, MA","(None, None)",,
"CHARLES ST & Third St, Cambridge, MA","(None, None)",,
"0 Leighton St, Cambridge, MA","(42.3703962, -71.0734958)",42.3703962,-71.0734958
"400 Huron Ave, Cambridge, MA","(42.380824, -71.14014)",42.380824,-71.14014
"0 Ellsworth Ave, Cambridge, MA","(42.37326, -71.10702)",42.37326,-71.10702
"0 Oak St, Cambridge, MA","(42.374085, -71.099546)",42.374085,-71.099546
"0 Market St, Cambridge, MA","(42.3665963, -71.0935901)",42.3665963,-71.0935901
"0 Bay St, Cambridge, MA","(42.3689334, -71.1103153)",42.3689334,-71.1103153
"100 Pacific St, Cambridge, MA","(42.360663450000004, -71.10341179013633)",42.360663450000004,-71.10341179013633
"0 Herbert St, Cambridge, MA","(42.388397, -71.1237131)",42.388397,-71.1237131
"100 Tremont St, Cambridge, MA","(42.373324, -71.096945)",42.373324,-71.096945
"200 Newtowne Ct, Cambridge, MA","(42.36394275, -71.09497305495265)",42.36394275,-71.09497305495265
"Davis St & Harvard St, Cambridge, MA","(None, None)",,
"DOUGLASS ST & Bishop Allen Dr, Cambridge, MA","(None, None)",,
"0 HUDSON PL, Cambridge, MA","(42.3821038, -71.1215626)",42.3821038,-71.1215626
"400 Binney St, Cambridge, MA","(42.367062, -71.089381)",42.367062,-71.089381
"MASSACHUSETTS AVE & Norfolk St, Cambridge, MA","(None, None)",,
"500 Huron Ave, Cambridge, MA","(42.379984449999995, -71.14380144234775)",42.379984449999995,-71.14380144234775
"100 Landsdowne St, Cambridge, MA","(42.35984355, -71.10094230033147)",42.35984355,-71.10094230033147
"300 Webster Ave, Cambridge, MA","(42.37140082926829, -71.09385889024391)",42.37140082926829,-71.09385889024391
"0 St Johns Rd, Cambridge, MA","(42.3772176, -71.125052)",42.3772176,-71.125052
"HURON AVE & SHERMAN ST, Cambridge, MA","(None, None)",,
"0 Lincoln St, Cambridge, MA","(42.3713911, -71.0952789)",42.3713911,-71.0952789
"100 Spring St, Cambridge, MA","(42.36916015, -71.08272651865478)",42.36916015,-71.08272651865478
"MASSACHUSETTS AVE & Pleasant St, Cambridge, MA","(42.3667396, -71.1061129)",42.3667396,-71.1061129
"0 RUTLAND ST, Cambridge, MA","(42.3811953, -71.1208318)",42.3811953,-71.1208318
"400 VASSAR ST, Cambridge, MA","(42.354855, -71.105376)",42.354855,-71.105376
"100 Granville Rd, Cambridge, MA","(42.382727, -71.136256)",42.382727,-71.136256
"100 Lawn St, Cambridge, MA","(None, None)",,
"0 Sciarappa St, Cambridge, MA","(42.369631, -71.081862)",42.369631,-71.081862
"0 May St, Cambridge, MA","(42.3789484, -71.1537535)",42.3789484,-71.1537535
"500 Cambridge St, Cambridge, MA","(42.3738954, -71.1020854)",42.3738954,-71.1020854
"100 BAY STATE RD, Cambridge, MA","(42.3869766, -71.1412359)",42.3869766,-71.1412359
"0 BELVIDERE PL, Cambridge, MA","(42.3680978, -71.1103009)",42.3680978,-71.1103009
"BLAKE ST & ORCHARD ST, Cambridge, MA","(None, None)",,
"200 Walden St, Cambridge, MA","(42.3866095, -71.12912605)",42.3866095,-71.12912605
"BRATTLE SQ & Brattle Sq, Cambridge, MA","(42.37299715, -71.12104878836352)",42.37299715,-71.12104878836352
